1688614691015,86497
1688614691215,109505
1688614691609,103930
1688614691809,98323
1688614692009,126681
1688614692209,128790
1688614692409,126136
1688614692609,128862
1688614692809,125656
1688614693409,112605
1688614693809,107068
1688614693009,123461
1688614693209,111188
1688614693609,121979
1688614694202,81019
1688614694402,58322
1688614694802,81287
1688614695002,98628
1688614695402,94247
1688614694602,56836
1688614696002,102652
1688614695202,89526
1688614695602,100188
1688614696202,99100
1688614695802,96521
1688614696602,99100
1688614696402,100965
1688614697006,118074
1688614697206,129611
1688614697406,103847
1688614697606,126764
1688614697806,122445
1688614698006,133443
1688614698206,125841
1688614698606,128617
1688614698406,130110
1688614699046,55444
1688614699246,40029
1688614699646,56555
1688614699446,36538
1688614699846,69951
1688614700046,75521
1688614700246,76404
1688614700446,76044
1688614700646,77585
1688614701046,96186
1688614700846,87870
1688614701446,91946
1688614701646,96744
1688614701246,98157
1688614701846,104194
1688614702046,80118
1688614702453,83696
1688614702653,71618
1688614702853,71792
1688614703053,59610
1688614703253,55715
1688614703453,58199
1688614703653,60805
1688614704453,88966
1688614704653,84256
1688614703853,73650
1688614704053,81168
1688614704253,85381
1688614704853,85726
1688614705145,54625
1688614705345,53375
1688614705745,35657
1688614705545,36561
1688614706145,49345
1688614706345,44608
1688614706545,48875
1688614706745,48679
1688614705945,55990
1688614706945,73656
1688614707345,72589
1688614707545,79040
1688614707145,72505
1688614707745,73056
1688614707945,76342
1688614708145,68964
1688614708345,63053
1688614708745,65820
1688614708945,70418
1688614708545,72449
1688614709345,52902
1688614709145,64820
1688614709805,52246
1688614710005,53168
1688614710205,41367
1688614710405,56874
1688614710605,57708
1688614711405,93700
1688614711005,96573
1688614710805,65559
1688614711605,90925
1688614711205,92019
1688614711805,90852
1688614712205,81415
1688614712005,93966
1688614712405,86186
1688614712605,81688
1688614713005,58395
1688614712805,86954
1688614713434,56048
1688614713634,50893
1688614713834,56243
1688614714234,49565
1688614714034,39266
1688614714434,61507
1688614714634,58500
1688614714834,63390
1688614715034,81000
1688614715234,77925
1688614715434,82203
1688614715634,79761
1688614715834,81884
1688614716034,103480
1688614716434,94802
1688614716234,111175
1688614716852,70240
1688614717052,22229
1688614717252,33899
1688614717452,39853
1688614717652,35129
1688614717852,45770
1688614718052,52029
1688614718252,48413
1688614718652,46740
1688614718452,46565
1688614718852,56991
1688614719052,34846
1688614719652,36410
1688614719452,34669
1688614719252,33811
1688614720052,26020
1688614720252,25321
1688614720452,24882
1688614719852,37872
1688614720652,22812
1688614720852,41044
1688614721052,78891
1688614721252,86563
1688614721452,85492
1688614721652,81949
1688614721852,72384
1688614722376,49179
1688614722576,68440
1688614722776,55175
1688614722976,57229
1688614723176,73125
1688614723376,78367
1688614724176,70006
1688614723976,84987
1688614723576,82590
1688614724376,72429
1688614723776,74464
1688614724576,73374
1688614724976,76416
1688614724776,70185
1688614725382,66009
1688614725582,60226
1688614726182,139995
1688614725982,108055
1688614725782,46309
1688614726382,129309
1688614727182,117668
1688614726582,132395
1688614727382,113846
1688614726782,137768
1688614726982,122168
1688614727907,90352
1688614728107,76193
1688614728307,79017
1688614728507,98143
1688614728707,101933
1688614728907,100052
1688614729507,83391
1688614729307,95229
1688614729107,88714
1688614729907,94172
1688614730107,82602
1688614730307,74339
1688614729707,95440
1688614730507,77115
1688614732283,84499
1688614732483,137530
1688614732683,136767
1688614733083,77925
1688614732883,128590
1688614733283,76529
1688614733483,80572
1688614733683,74693
1688614733883,85414
1688614734083,73190
1688614734283,68518
1688614734483,75178
1688614734683,57833
1688614735483,41694
1688614735283,43490
1688614734883,81726
1688614735083,39650
1688614735683,39457
1688614735883,47413
1688614736268,30016
1688614736468,40557
1688614736668,28025
1688614736868,36119
1688614737068,51665
1688614737468,52823
1688614737268,55592
1688614737668,54249
1688614737868,57112
1688614738268,38869
1688614738068,43163
1688614738668,42085
1688614739068,69994
1688614739268,75619
1688614738468,40620
1688614738868,50806
1688614739468,76493
1688614739668,72797
1688614739868,80885
1688614740068,78344
1688614740268,73610
1688614740468,69517
1688614740776,46967
1688614740976,122339
1688614741176,118566
1688614741376,145540
1688614741576,146747
1688614741976,139736
1688614741776,142869
1688614742176,118893
1688614743997,85409
1688614744197,89428
1688614744397,84993
1688614744597,86309
1688614745397,170403
1688614744797,88839
1688614745197,175239
1688614745597,170780
1688614744997,146527
1688614748027,85000
1688614748227,70543
1688614748427,71775
1688614748627,71634
1688614748827,69092
1688614749027,125623
1688614749827,137174
1688614749427,131610
1688614749227,132035
1688614749627,123823
1688614750027,147833
1688614750427,160960
1688614750227,156534
