1688463868687,51779
1688463868487,53163
1688463868287,48657
1688463868887,54353
1688463869087,51694
1688463869287,62198
1688463869487,67619
1688463869687,65414
1688463869887,63425
1688463870087,67676
1688463870287,73967
1688463870487,136423
1688463870687,130424
1688463870887,132637
1688463871087,132389
1688463871287,142561
1688463871487,143662
1688463871687,149973
1688463871887,146468
1688463872087,139541
1688463872487,111711
1688463872287,158436
1688463873233,118155
1688463873433,155672
1688463873633,167361
1688463873833,162530
1688463874033,163964
1688463874233,157799
1688463874433,159697
1688463874633,140469
1688463874833,146621
1688463875268,24497
1688463875233,44134
1688463876033,113039
1688463875633,116495
1688463875433,110365
1688463875833,112271
1688463876233,112369
1688463876433,132741
1688463876633,123380
1688463876833,131961
1688463877033,123383
1688463877528,14484
1688463877509,55872
1688463877709,85215
1688463878109,86327
1688463877909,89226
1688463878309,97924
1688463878509,70230
1688463878709,74329
1688463878909,76405
1688463879109,75973
1688463879309,75875
1688463879509,78784
1688463879709,78838
1688463879909,74584
1688463880109,82088
1688463880309,79586
1688463880847,20864
1688463880627,89315
1688463880827,93250
1688463881027,103387
1688463881227,110394
1688463881427,121543
1688463881627,140548
1688463881827,134352
1688463882427,144887
1688463882227,143222
1688463882027,132038
1688463883136,6449
1688463882769,128351
1688463882969,139844
1688463883169,122483
1688463883369,123811
1688463883769,137874
1688463883969,140443
1688463883569,142451
1688463885473,121560
1688463885273,61446
1688463885673,130384
1688463885873,116975
1688463886073,118270
1688463886273,124616
1688463886473,136625
1688463886673,140474
1688463886873,146634
1688463887073,136507
1688463887273,151205
1688463889545,103353
1688463889745,117248
1688463889945,107548
1688463890345,114152
1688463890145,114884
1688463890545,138362
1688463890745,125721
1688463890945,138025
1688463891145,128281
1688463891345,136734
1688463893240,111774
1688463893440,125917
1688463893640,120048
1688463893840,122472
1688463894040,112878
1688463894240,121007
1688463894440,147969
1688463894640,136728
1688463894840,145550
1688463897230,103420
1688463897430,122023
1688463897630,99705
1688463897830,107728
1688463898030,111760
1688463898230,105939
1688463898430,95928
1688463898630,81292
1688463898830,81151
1688463899030,86446
1688463899230,83273
1688463899430,112085
1688463901329,69528
1688463901529,80906
1688463901729,66580
1688463901929,61449
1688463902129,64957
1688463902329,79340
1688463902529,86286
1688463902729,92868
1688463902929,86611
1688463903129,95646
1688463903329,99317
1688463903529,120510
1688463905322,103377
1688463905522,117722
1688463905722,108677
1688463905922,109127
1688463906322,109734
1688463906122,121814
1688463906522,126310
1688463906722,120634
1688463906922,114147
1688463907122,122409
1688463909535,75765
1688463909735,83720
1688463909935,75674
1688463910135,85016
1688463910335,85992
1688463910535,91524
1688463910735,88865
1688463910935,84696
1688463911135,95379
1688463911335,96667
1688463911535,78451
1688463911735,73449
1688463911935,73810
1688463912135,76079
1688463913560,83241
1688463913760,86201
1688463913960,84517
1688463914160,88033
1688463914360,73521
1688463914560,11273
1688463914760,-8362
1688463914960,16950
1688463915160,4685
1688463915360,3253
1688463915560,136590
1688463915760,134590
1688463915960,129035
1688463916160,138499
1688463916360,126339
1688463916560,99455
1688463916760,104800
1688463916960,95166
1688463917638,23436
1688463917497,85720
1688463917697,73805
1688463917897,90834
1688463918097,101794
1688463918297,91265
1688463918497,55859
1688463918697,24932
1688463918897,25441
1688463919097,26642
1688463919297,27384
1688463919497,69750
1688463919697,73990
1688463919897,70786
1688463920097,75759
1688463920297,69811
1688463920497,40522
1688463920697,12472
1688463920897,11199
1688463921097,12404
1688463921297,12465
1688463921497,33565
1688463921897,25743
1688463921697,22088
1688463922097,23617
1688463922297,24218
1688463922497,38289
1688463923484,13023
1688463923684,14185
1688463922988,27189
1688463923188,31561
1688463923388,37047
1688463923588,20610
1688463923788,23260
1688463923988,34448
1688463924188,34480
1688463924388,49757
1688463924588,38998
1688463924788,41621
1688463924988,42968
1688463925188,40508
1688463925388,52803
1688463925588,47536
1688463925788,43444
1688463925988,45504
1688463926188,47759
1688463926388,56174
1688463926588,57657
1688463926788,57421
1688463926988,57750
1688463927188,57013
1688463927388,67725
1688463928004,18463
1688463927791,43509
1688463927991,56307
1688463928191,59256
1688463928391,83242
1688463928591,111688
1688463928791,111891
1688463928991,114475
1688463929191,109840
1688463929391,115271
1688463929591,150758
1688463929791,142417
1688463929991,137279
1688463930261,86733
1688463930461,140560
1688463930661,142818
1688463930861,136511
1688463931061,140962
1688463931261,142944
1688463931461,133299
1688463931661,129304
1688463932061,128614
1688463931861,129355
1688463932261,130543
1688463933114,32537
1688463933314,103264
1688463933514,116238
1688463933714,109691
1688463933914,110542
1688463934114,111246
1688463934314,110827
1688463934514,98391
1688463934714,76978
1688463934914,81484
1688463935114,83896
